source,target,type
doc:docs/demo-acceptance-rehearsal.md,roadmap:028,documents
doc:docs/evidence-scorecards.md,roadmap:028,documents
doc:docs/operator-workflow.md,roadmap:028,documents
roadmap:028,roadmap:029,follows_on
roadmap:029,roadmap:029,follows_on
roadmap:029,module:src/binance_spot_bot/demo_acceptance_rehearsal.py,implements
roadmap:029,module:src/binance_spot_bot/evidence_scorecard.py,implements
roadmap:029,module:src/binance_spot_bot/pilot_orchestrator.py,implements
roadmap:029,module:src/binance_spot_bot/runtime.py,implements
roadmap:029,module:src/binance_spot_bot/ui/streamlit_app.py,implements
test:tests/test_roadmap_029_dashboard_start_guardrails.py,roadmap:029,validates
test:tests/test_roadmap_029_pilot_state_machine.py,roadmap:029,validates
test:tests/test_roadmap_029_rehearsal_idempotency.py,roadmap:029,validates
doc:docs/demo-acceptance-rehearsal.md,roadmap:029,documents
doc:docs/demo-pilot-state-recovery.md,roadmap:029,documents
doc:docs/evidence-scorecards.md,roadmap:029,documents
doc:docs/operator-workflow.md,roadmap:029,documents
roadmap:028,roadmap:030,follows_on
roadmap:029,roadmap:030,follows_on
roadmap:030,roadmap:030,follows_on
roadmap:030,module:src/binance_spot_bot/cli.py,implements
roadmap:030,module:src/binance_spot_bot/demo_acceptance_rehearsal.py,implements
roadmap:030,module:src/binance_spot_bot/evidence_scorecard.py,implements
roadmap:030,module:src/binance_spot_bot/operator_diagnostics.py,implements
roadmap:030,module:src/binance_spot_bot/ui/streamlit_app.py,implements
test:tests/test_roadmap_030_diagnostics_cli_dashboard.py,roadmap:030,validates
test:tests/test_roadmap_030_operator_diagnostics.py,roadmap:030,validates
test:tests/test_roadmap_030_rehearsal_scorecard_integration.py,roadmap:030,validates
test:tests/test_roadmap_030_support_bundle.py,roadmap:030,validates
doc:docs/demo-acceptance-rehearsal.md,roadmap:030,documents
doc:docs/demo-pilot-state-recovery.md,roadmap:030,documents
doc:docs/evidence-scorecards.md,roadmap:030,documents
doc:docs/operator-diagnostics.md,roadmap:030,documents
doc:docs/operator-workflow.md,roadmap:030,documents
doc:docs/security-runbook.md,roadmap:030,documents
doc:docs/support-bundle.md,roadmap:030,documents
roadmap:030,roadmap:031,follows_on
roadmap:030,roadmap:032,follows_on
roadmap:031,roadmap:032,follows_on
roadmap:030,roadmap:033,follows_on
roadmap:030,roadmap:034,follows_on
roadmap:028,roadmap:035,follows_on
roadmap:030,roadmap:035,follows_on
roadmap:030,roadmap:036,follows_on
roadmap:031,roadmap:036,follows_on
roadmap:032,roadmap:036,follows_on
roadmap:033,roadmap:036,follows_on
roadmap:034,roadmap:036,follows_on
roadmap:035,roadmap:036,follows_on
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:055,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:056,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:057,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:058,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:059,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:060,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:061,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:062,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:063,validates
test:tests/test_roadmaps_055_064_operator_local_ops.py,roadmap:064,validates
test:tests/test_multi_symbol_demo.py,roadmap:065,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:065,validates
test:tests/test_simple_demo_dashboard.py,roadmap:065,validates
test:tests/test_multi_symbol_demo.py,roadmap:066,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:066,validates
test:tests/test_simple_demo_dashboard.py,roadmap:066,validates
test:tests/test_multi_symbol_demo.py,roadmap:067,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:067,validates
test:tests/test_simple_demo_dashboard.py,roadmap:067,validates
test:tests/test_multi_symbol_demo.py,roadmap:068,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:068,validates
test:tests/test_simple_demo_dashboard.py,roadmap:068,validates
test:tests/test_multi_symbol_demo.py,roadmap:069,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:069,validates
test:tests/test_simple_demo_dashboard.py,roadmap:069,validates
test:tests/test_multi_symbol_demo.py,roadmap:070,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:070,validates
test:tests/test_simple_demo_dashboard.py,roadmap:070,validates
test:tests/test_multi_symbol_demo.py,roadmap:071,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:071,validates
test:tests/test_simple_demo_dashboard.py,roadmap:071,validates
test:tests/test_multi_symbol_demo.py,roadmap:072,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:072,validates
test:tests/test_simple_demo_dashboard.py,roadmap:072,validates
test:tests/test_multi_symbol_demo.py,roadmap:073,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:073,validates
test:tests/test_simple_demo_dashboard.py,roadmap:073,validates
test:tests/test_multi_symbol_demo.py,roadmap:074,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:074,validates
test:tests/test_simple_demo_dashboard.py,roadmap:074,validates
test:tests/test_multi_symbol_demo.py,roadmap:075,validates
test:tests/test_roadmap_025_dashboard_browser_smoke.py,roadmap:075,validates
test:tests/test_simple_demo_dashboard.py,roadmap:075,validates
roadmap:075,roadmap:076,follows_on
roadmap:076,roadmap:076,follows_on
roadmap:076,module:src/binance\_spot\_bot/binance.py,implements
roadmap:076,module:src/binance\_spot\_bot/binance\_data\_ingestion.py,implements
roadmap:076,module:src/binance\_spot\_bot/data.py,implements
roadmap:076,module:src/binance\_spot\_bot/indicator\_warmup.py,implements
roadmap:076,module:src/binance\_spot\_bot/indicators.py,implements
roadmap:076,module:src/binance\_spot\_bot/public\_data\_quality.py,implements
roadmap:076,module:src/binance\_spot\_bot/public\_ws\_ingestion.py,implements
roadmap:076,module:src/binance\_spot\_bot/spot\_preview.py,implements
roadmap:076,module:src/binance\_spot\_bot/ui/streamlit\_app.py,implements
roadmap:076,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_binance\_data\_ingestion.py,roadmap:076,validates
test:tests/test\_binance\_public\_data\_client.py,roadmap:076,validates
test:tests/test\_indicator\_warmup.py,roadmap:076,validates
test:tests/test\_liquidity\_features.py,roadmap:076,validates
test:tests/test\_market\_context\_features.py,roadmap:076,validates
test:tests/test\_multi\_timeframe\_indicators.py,roadmap:076,validates
test:tests/test\_public\_data\_cache.py,roadmap:076,validates
test:tests/test\_public\_data\_cli.py,roadmap:076,validates
test:tests/test\_public\_data\_evidence.py,roadmap:076,validates
test:tests/test\_public\_data\_quality.py,roadmap:076,validates
test:tests/test_indicators.py,roadmap:076,validates
test:tests/test_risk_execution_security.py,roadmap:076,validates
test:tests/test_roadmap_076_public_data_ingestion.py,roadmap:076,validates
test:tests/test_simple_demo_dashboard.py,roadmap:076,validates
doc:docs/binance-public-data-safety-contract.md,roadmap:076,documents
doc:docs/dashboard,roadmap:076,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:076,documents
roadmap:076,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test_roadmaps_076_102_paper_os.py,roadmap:076,validates
roadmap:076,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test_roadmaps_076_102_paper_os.py,roadmap:076,validates
doc:docs/roadmap-076-102-correctie-audit.md,roadmap:076,documents
roadmap:001,roadmap:077,follows_on
roadmap:002,roadmap:077,follows_on
roadmap:003,roadmap:077,follows_on
roadmap:004,roadmap:077,follows_on
roadmap:075,roadmap:077,follows_on
roadmap:076,roadmap:077,follows_on
roadmap:077,roadmap:077,follows_on
roadmap:077,module:src/binance\_spot\_bot/backtest.py,implements
roadmap:077,module:src/binance\_spot\_bot/backtest\_dataset\_builder.py,implements
roadmap:077,module:src/binance\_spot\_bot/data.py,implements
roadmap:077,module:src/binance\_spot\_bot/dataset\_governance.py,implements
roadmap:077,module:src/binance\_spot\_bot/evaluation.py,implements
roadmap:077,module:src/binance\_spot\_bot/features.py,implements
roadmap:077,module:src/binance\_spot\_bot/indicator\_calibration.py,implements
roadmap:077,module:src/binance\_spot\_bot/indicator\_weight\_optimizer.py,implements
roadmap:077,module:src/binance\_spot\_bot/indicators.py,implements
roadmap:077,module:src/binance\_spot\_bot/paper\_promotion.py,implements
roadmap:077,module:src/binance\_spot\_bot/strategy\_confidence.py,implements
roadmap:077,module:src/binance\_spot\_bot/symbol\_ranking\_validation.py,implements
roadmap:077,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_backtest\_dataset\_builder.py,roadmap:077,validates
test:tests/test\_backtest\_engine\_v2.py,roadmap:077,validates
test:tests/test\_feature\_schema\_v2.py,roadmap:077,validates
test:tests/test\_indicator\_calibration.py,roadmap:077,validates
test:tests/test\_indicator\_weight\_optimizer.py,roadmap:077,validates
test:tests/test\_label\_builder\_v2.py,roadmap:077,validates
test:tests/test\_paper\_promotion.py,roadmap:077,validates
test:tests/test\_regime\_strategy\_presets.py,roadmap:077,validates
test:tests/test\_research\_to\_paper\_bundle.py,roadmap:077,validates
test:tests/test\_strategy\_confidence.py,roadmap:077,validates
test:tests/test\_symbol\_ranking\_validation.py,roadmap:077,validates
test:tests/test\_walk\_forward\_v2.py,roadmap:077,validates
test:tests/test_features_model_backtest.py,roadmap:077,validates
test:tests/test_indicators.py,roadmap:077,validates
test:tests/test_roadmap_076_public_data_ingestion.py,roadmap:077,validates
test:tests/test_roadmap_077_strategy_calibration.py,roadmap:077,validates
doc:docs/research-to-paper-promotion-contract.md,roadmap:077,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:077,documents
roadmap:001,roadmap:078,follows_on
roadmap:002,roadmap:078,follows_on
roadmap:003,roadmap:078,follows_on
roadmap:004,roadmap:078,follows_on
roadmap:075,roadmap:078,follows_on
roadmap:076,roadmap:078,follows_on
roadmap:077,roadmap:078,follows_on
roadmap:078,roadmap:078,follows_on
roadmap:078,module:src/binance\_spot\_bot/auto\_rollback.py,implements
roadmap:078,module:src/binance\_spot\_bot/backtest.py,implements
roadmap:078,module:src/binance\_spot\_bot/continuous\_evaluation.py,implements
roadmap:078,module:src/binance\_spot\_bot/daily\_strategy\_report.py,implements
roadmap:078,module:src/binance\_spot\_bot/dataset\_governance.py,implements
roadmap:078,module:src/binance\_spot\_bot/deployment\_store.py,implements
roadmap:078,module:src/binance\_spot\_bot/drift\_detection.py,implements
roadmap:078,module:src/binance\_spot\_bot/evaluation.py,implements
roadmap:078,module:src/binance\_spot\_bot/evaluation\_scheduler.py,implements
roadmap:078,module:src/binance\_spot\_bot/features.py,implements
roadmap:078,module:src/binance\_spot\_bot/model\_registry.py,implements
roadmap:078,module:src/binance\_spot\_bot/paper\_deployment.py,implements
roadmap:078,module:src/binance\_spot\_bot/paper\_watchdog.py,implements
roadmap:078,module:src/binance\_spot\_bot/rollback\_simulation.py,implements
roadmap:078,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:078,module:src/binance\_spot\_bot/strategy\_demotion.py,implements
roadmap:078,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_auto\_rollback.py,roadmap:078,validates
test:tests/test\_continuous\_evaluation.py,roadmap:078,validates
test:tests/test\_daily\_strategy\_report.py,roadmap:078,validates
test:tests/test\_deployment\_evidence\_bundle.py,roadmap:078,validates
test:tests/test\_deployment\_store.py,roadmap:078,validates
test:tests/test\_drift\_detection.py,roadmap:078,validates
test:tests/test\_evaluation\_scheduler.py,roadmap:078,validates
test:tests/test\_paper\_deployment.py,roadmap:078,validates
test:tests/test\_paper\_deployment\_cli.py,roadmap:078,validates
test:tests/test\_paper\_watchdog.py,roadmap:078,validates
test:tests/test\_rollback\_simulation.py,roadmap:078,validates
test:tests/test\_strategy\_demotion.py,roadmap:078,validates
test:tests/test\_strategy\_runtime\_lock.py,roadmap:078,validates
test:tests/test_features_model_backtest.py,roadmap:078,validates
test:tests/test_roadmap_076_public_data_ingestion.py,roadmap:078,validates
test:tests/test_roadmap_077_strategy_calibration.py,roadmap:078,validates
test:tests/test_roadmap_078_paper_deployment.py,roadmap:078,validates
doc:docs/auto-rollback-policy.md,roadmap:078,documents
doc:docs/continuous-paper-evaluation.md,roadmap:078,documents
doc:docs/daily-strategy-report.md,roadmap:078,documents
doc:docs/deployment-evidence-bundle.md,roadmap:078,documents
doc:docs/drift-detection.md,roadmap:078,documents
doc:docs/paper-deployment-workflow.md,roadmap:078,documents
doc:docs/paper-performance-watchdog.md,roadmap:078,documents
doc:docs/paper-strategy-deployment-safety-contract.md,roadmap:078,documents
doc:docs/roadmap-076-102-execution-evidence.md,roadmap:078,documents
doc:docs/rollback-simulation.md,roadmap:078,documents
doc:docs/strategy-demotion.md,roadmap:078,documents
doc:docs/strategy-runtime-lock.md,roadmap:078,documents
roadmap:001,roadmap:079,follows_on
roadmap:002,roadmap:079,follows_on
roadmap:003,roadmap:079,follows_on
roadmap:004,roadmap:079,follows_on
roadmap:075,roadmap:079,follows_on
roadmap:076,roadmap:079,follows_on
roadmap:077,roadmap:079,follows_on
roadmap:078,roadmap:079,follows_on
roadmap:079,roadmap:079,follows_on
roadmap:079,module:src/binance\_spot\_bot/capital\_rebalancer.py,implements
roadmap:079,module:src/binance\_spot\_bot/daily\_portfolio\_report.py,implements
roadmap:079,module:src/binance\_spot\_bot/model\_registry.py,implements
roadmap:079,module:src/binance\_spot\_bot/paper\_portfolio\_orchestrator.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio\_allocation.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio\_attribution.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio\_continuous\_evaluation.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio\_deployment\_store.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio\_risk.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio\_simulation.py,implements
roadmap:079,module:src/binance\_spot\_bot/portfolio\_watchdog.py,implements
roadmap:079,module:src/binance\_spot\_bot/runtime.py,implements
roadmap:079,module:src/binance\_spot\_bot/strategy\_conflict\_resolver.py,implements
roadmap:079,module:src/binance\_spot\_bot/strategy\_rotation.py,implements
roadmap:079,module:src/binance_spot_bot/paper_os.py,implements
test:tests/test\_capital\_rebalancer.py,roadmap:079,validates
test:tests/test\_daily\_portfolio\_report.py,roadmap:079,validates
test:tests/test\_paper\_portfolio\_orchestrator.py,roadmap:079,validates
test:tests/test\_portfolio\_allocation.py,roadmap:079,validates
test:tests/test\_portfolio\_attribution.py,roadmap:079,validates
test:tests/test\_portfolio\_continuous\_evaluation.py,roadmap:079,validates
test:tests/test\_portfolio\_deployment\_store.py,roadmap:079,validates
test:tests/test\_portfolio\_evidence\_bundle.py,roadmap:079,validates
test:tests/test\_portfolio\_risk\_v3.py,roadmap:079,validates
test:tests/test\_portfolio\_simulation.py,roadmap:079,validates
test:tests/test\_portfolio\_watchdog.py,roadmap:079,validates
test:tests/test\_strategy\_aware\_portfolio.py,roadmap:079,validates
test:tests/test\_strategy\_conflict\_resolver.py,roadmap:079,validates
test:tests/test\_strategy\_rotation.py,roadmap:079,validates
test:tests/test_experiment_portfolio_readiness.py,roadmap:079,validates
test:tests/test_roadmap_076_public_data_ingestion.py,roadmap:079,validates
test:tests/test_roadmap_077_strategy_calibration.py,roadmap:079,validates
test:tests/test_roadmap_078_paper_deployment.py,roadmap:079,validates
test:tests/test_roadmap_079_paper_portfolio_ops.py,roadmap:079,validates
doc:docs/capital-rebalancer.md,roadmap:079,documents
doc:docs/daily-portfolio-report.md,roadmap:079,documents
doc:docs/paper-portfolio-operations-safety-contract.md,roadmap:079,documents
doc:docs/paper-portfolio-orchestrator.md,roadmap:079,documents
